1,3.5,2.4
2,3.59,3.8
3,3.65,3.14
4,4.5,4.26
5,4.08,4
6,2.9,2.75
7,2.93,3.36
8,3.72,4.04
9,3.88,4.25
10,3.86,3.88
11,4.5,4.62
12,2.89,2.62
13,3.9,3.58
14,3,3.43
15,2.61,2.51
16,4.21,4.2
17,3.75,3.62
18,3.31,3.12
19,3.41,3.38
20,3.76,3.07
21,3.65,3.34
22,3.39,3.4
23,3.59,3.5
24,3.75,3.33
25,3,3.17
26,3.15,3.22
27,3.8,4
28,4.22,3.6
29,0.88,3
30,3.88,3.34
31,4,4.36
32,3.38,4.14
33,3.3,2.83
34,3.76,3.82
35,2.92,2.17
36,3.52,3.57
37,4.25,3
38,4.29,4.05
39,4,3.56
40,4.75,4.57
41,3.97,3.82
42,3.79,4.07
43,3.33,2.7
44,3.33,3.5
45,3.31,4.25
46,5,5
47,3.4,4
48,3.74,3.4
49,3.69,3.22
50,3.27,3.62
51,3,4
52,3.96,2
53,4.33,3.25
54,4,4.17
55,3.17,4.4
56,3.75,3.12
57,4.38,3.29
58,3.25,3.92
59,2.75,2.65
60,4.25,4.39
61,3.47,3.46
62,4.5,4.24
63,3.58,4.29
64,3.8,4
65,4,3.6
66,3.86,3.87
67,3.71,3.91
68,3.74,3.56
69,4.24,3.6
70,4.6,3.91
71,4.4,3.67
72,3.41,3.09
73,3.32,3.29
74,4,4.09
75,3.37,3.22
76,4,4
77,2.93,3.43
78,4.16,4.19
79,2.33,2.72
80,3.12,4
81,3.66,3.71
82,4.33,2.5
83,3.71,3.27
84,3.65,3.67
85,3.17,3.5
86,3.46,3.39
87,3.14,3.25
88,3.67,2.77
89,4.75,4.35
90,3.67,4
91,4.18,4.52
92,3,2.89
93,3.71,3.5
94,3.68,2.93
95,4.08,3.84
96,4.25,4
97,2.87,3.02
98,4.43,3.9
99,3.81,2.38
100,3.43,4
101,2.5,4.06
102,4.04,3.85
103,3.44,3.23
104,4.1,4.03
105,3.35,3.17
106,3.2,4.17
107,2.17,3
108,3.8,4
109,4.3,3.7
110,4.25,3.85
111,3.45,3.41
112,4,4
113,4.4,5
114,4.75,4
115,4.1,4.25
116,4.17,3.75
117,4.18,0.5
118,4.12,3.65
119,3.68,3.14
120,3.26,3.54
121,4.04,3.91
122,3.09,2.75
123,4,3.83
124,3.77,4.14
125,4.13,3.54
126,3.41,3.56
127,4.22,3
128,3.99,3.77
129,3.4,2
130,3.39,3.18
131,3.92,4
132,4.2,3.71
133,2.41,1.71
134,3.65,4.21
135,1,1
136,3.75,3.95
137,3.67,4.08
138,2.42,2.98
139,3,3.77
140,3.12,3.7
141,3,2.67
142,2.6,2.57
143,4.5,2.55
144,3.6,3.83
145,4.83,4.38
146,2.93,3.59
147,3.67,3.5
148,4.19,3.71
149,3.74,3.34
150,3.14,3.02
151,3.69,4.18
152,3.25,3.82
153,4.15,4
154,3.71,4.25
155,3.6,3.58
156,4.56,3.17
157,3.36,3.43
158,1.5,2.5
159,3.6,3.81
160,4.09,2.5
161,3.65,3.45
162,3.29,3
163,3.89,2.83
164,3.7,3.38
165,2.91,2.99
166,3.25,3.39
167,4,3.87
168,3.25,3.24
169,3.86,4.37
170,3,2.5
171,4.5,3
172,3.4,3
173,4.43,4
174,3.44,3.17
175,3.53,4
176,3.06,3.04
177,4.2,3.78
178,3.36,3.59
179,3.86,2.5
180,4,4
181,4.5,4
182,4.03,4
183,4,3.5
184,3.5,3.33
185,3.71,3.47
186,3.07,4.21
187,3.78,3
188,3.68,3.19
189,2.48,2.4
190,3.82,4
191,3.25,2.67
192,3.62,2.8
193,4.13,3.67
194,3.62,3.38
195,2.9,2.84
196,3.95,3.71
197,3.4,4.13
198,4.46,4.67
199,3.52,3.58
200,3.06,3.4
201,4.1,4.33
202,3.86,3.68
203,3.33,4.5
204,3.35,3.83
205,3.47,3.41
206,3,3.55
207,1.68,1.57
208,3.96,3.7
209,3.2,2
210,2.88,3.33
211,4.18,4
212,3.26,2.97
213,2.44,2.9
214,3.75,4.02
215,3.92,3.62
216,4.33,4.27
217,4.19,4.17
218,3.6,3.85
219,3.65,3.8
220,3.53,2.85
221,2.83,3
222,4.2,3.86
223,3.88,4
224,4.05,4
225,4.67,4.4
226,3.35,2.83
227,3.25,3.25
228,4.17,4.23
229,4.11,4
230,4.47,4.09
231,4,4
232,3.95,3.87
233,3.38,3.5
234,3.87,3.81
235,4.26,4.08
236,4.16,3.42
237,2.92,3.07
238,3.55,3.8
239,3.92,3.65
240,3.89,3.9
241,2.78,3
242,4.42,4.53
243,3.49,3.25
244,3.06,3.81
245,4.04,4.27
246,3.43,3.89
247,3.59,3.46
248,4.4,4.03
249,3.5,3.5
250,4.17,4.04
251,4.52,4.28
252,3.83,3.7
253,3.68,3.26
254,3.2,3.5
255,3.66,3.61
256,3.43,1
257,3.68,3.4
258,3.67,4.33
259,3.67,2
260,3.57,4.5
261,4.1,4.19
262,2.39,2.59
263,3.27,3.03
264,4.25,5
265,4.14,3.33
266,3.78,3.5
267,4.5,3.88
268,3.61,3.55
269,4,2
270,3.52,3.78
271,3.3,3.8
272,2,3.75
273,4.32,4.25
274,3.25,3.25
275,4.53,4.3
276,2.67,2.75
277,4.1,3.91
278,3.64,3
279,3.46,3.38
280,4.35,4.5
281,4.2,3.56
282,3.33,3.25
283,3.55,3.33
284,2.89,3.8
285,3.19,3.26
286,3.2,3.25
287,4.64,4.48
288,4,3.9
289,4.38,4.38
290,3.8,4.6
291,3.62,4.53
292,4.17,3.91
293,3.9,3.21
294,3.7,3.55
295,3.92,4.06
296,3.79,5
297,3.81,3.53
298,5,4.83
299,4.02,4.08
300,4,4.2
301,4.7,3.75
302,3.5,3
303,3.54,3.72
304,3.43,3.98
305,2.5,2.5
306,3.42,3.31
307,4.5,4.5
308,3.62,2
309,4.25,4.1
310,2.5,2.44
311,3.06,2.85
312,3.41,2.63
313,3.49,3.19
314,4.25,4.46
315,2.05,1.62
316,3.31,3.62
317,3.67,4.2
318,3.44,3
319,3.2,3.4
320,3.56,3.78
321,4.11,2
322,4.17,3.67
323,3.89,3.25
324,3.57,3.32
325,2.25,3.25
326,4.67,3.29
327,3.62,4.22
328,3.5,3.37
329,4.17,4.2
330,3.7,3
331,4,2.83
332,2,1.75
333,4.2,4.5
334,4.25,3.75
335,3.33,2.5
336,3.67,3.33
337,1,4.5
338,3.44,3.5
339,3.94,3.38
340,4.67,2.9
341,3.9,0.5
342,4.24,3.54
343,3.22,4.4
344,3.59,3.44
345,3.62,3.51
346,3.22,3.47
347,2.75,4.21
348,3,4
349,4.5,3.17
350,3.77,3.77
351,4.2,4.17
352,3.82,3.76
353,2.58,2.5
354,3.87,3.67
355,3.48,3.56
356,3,3.5
357,4.8,4
358,3.29,2.85
359,3.5,2.83
360,3.33,3.67
361,3.81,4.17
362,3.96,3.85
363,3.77,3.36
364,3.75,1.56
365,4.29,4.17
366,4.17,3.67
367,3.41,3.2
368,3.6,4
369,3.91,3.38
370,3.92,3.77
371,4.14,2.85
372,4,2
373,3.55,2.8
374,2.62,3
375,3.5,3.5
376,3.94,3.94
377,3.1,4
378,3.21,2.62
379,3.89,3.73
380,3.22,3.3
381,3.74,2.4
382,3.08,2.47
383,3.18,3.75
384,3.22,3.3
385,3.4,3.08
386,2.86,2.46
387,4.26,3.6
388,3.56,3.54
389,3.43,3.29
390,3.85,3.48
391,3.7,2.5
392,3.44,4
393,3.91,2.5
394,2.87,3.67
395,2,3.56
396,3.37,3.19
397,4.12,3.42
398,4.57,4.2
399,3.75,3
400,3.6,3.33
401,4.5,4.6
402,3.87,3.62
403,4,4
404,3.29,3.8
405,3.6,3.59
406,4.37,3.5
407,4.15,3.82
408,3.96,4.21
409,3.89,3.33
410,4.62,4.75
411,3.33,4
412,3.07,2.68
413,3.71,4.5
414,3.23,2.5
415,4,4.33
416,3.41,2.9
417,3.82,3.5
418,3.79,3.38
419,3.55,3
420,3.92,3.78
421,3.2,2.17
422,3.96,3
423,3.28,3.4
424,2.3,3.5
425,1.58,2.86
426,3.1,3.37
427,3.93,3.31
428,3.27,3.63
429,2.9,2.5
430,3.9,3.85
431,4.08,4.17
432,4,4.09
433,3.59,3.68
434,3.92,3.13
435,3.67,4.78
436,3.94,4
437,3.5,2.33
438,4.5,4.5
439,3.22,2.84
440,3.6,3.67
441,3.54,4
442,4.19,4.2
443,4.83,4.83
444,4,4
445,4.75,3.25
446,4.75,4.44
447,3.1,2.86
448,3,5
449,4.33,4
450,4.27,3.78
451,3.53,4
452,3.04,3.11
453,3.6,3.65
454,5,4.4
455,3.67,4
456,4.08,3.93
457,2.57,2.05
458,3.73,3.53
459,4,4.4
460,3.73,3.77
461,2.86,2.72
462,3.33,2.92
463,3.4,3.24
464,4.57,3.67
465,3.82,3
466,4.02,3.3
467,4.3,4.5
468,2.83,2.68
469,3.31,3.25
470,3.3,3.4
471,3.48,3.58
472,3.66,3.69
473,4.6,4.38
474,4.5,3.8
475,2.82,2.76
476,2.83,2.38
477,3.66,3.67
478,4.14,4.27
479,4.5,4.1
480,3.69,4.22
481,4.02,3.82
482,4.5,4
483,3,3.31
484,3.6,4.75
485,3.67,3
486,3.7,3.27
487,3.77,3.62
488,4.1,4.42
489,4.25,3.25
490,3.5,3
491,3.47,2.67
492,3.58,5
493,3.56,3.67
494,3.67,4.1
495,4.25,4
496,3.96,4.45
497,3.64,3.4
498,3.07,2.93
499,4.6,4
500,3.39,1.81
501,3.91,4
502,3.95,4.33
503,3.7,3.77
504,2,2.67
505,3.39,2.9
506,3.5,3.17
507,3.5,3.82
508,3.54,3.5
509,3.24,3.1
510,3.46,2.75
511,4.2,4.1
512,4.33,3.92
513,3.8,3.33
514,3.34,3.41
515,4,4.2
516,3.45,3.38
517,4.71,3.57
518,3.62,3.52
519,4.5,4.4
520,3.02,3.1
521,4.17,4
522,2.93,3.3
523,4.07,3.85
524,3.67,3.81
525,3.75,3.77
526,4.25,4.18
527,3.34,3.02
528,3.41,3.47
529,3.5,2.89
530,3.86,3.62
531,3.34,2.81
532,3.12,3.58
533,3.27,3.49
534,3.26,3.68
535,2.33,3
536,3.69,3.5
537,4.11,4
538,3.2,2.33
539,3.86,3
540,3.57,3.75
541,3,2.57
542,4,4.1
543,4.22,4.29
544,4.43,4.3
545,4,4
546,3.93,4.38
547,3.24,3.25
548,3.21,3.6
549,1.75,4
550,3.77,3.57
551,3.33,3.54
552,1.75,2.5
553,3.62,3.93
554,3.67,3.29
555,2.75,3.17
556,4,4.8
557,3.12,4
558,4.3,4.31
559,4.38,4.32
560,4,3.98
561,3.51,3.53
562,3.94,4.09
563,3.81,3.81
564,3.63,3.49
565,4.5,4.17
566,4,4.7
567,4.7,4.21
568,3.8,4.83
569,4.27,2
570,4.06,2.66
571,3.55,3.69
572,3.5,3.5
573,3.64,2.67
574,3.64,3.27
575,3.59,3
576,4.14,3.6
577,4.38,4.39
578,3.19,1.83
579,2.33,1.33
580,3.36,3.07
581,1.36,0.5
582,3.69,3.55
583,4,3.83
584,3.78,3.89
585,4.33,3.65
586,3.5,3.65
587,4.05,3.67
588,4.2,3.17
589,4.33,4
590,3.44,3.2
591,3.5,3.5
592,3.57,4.13
593,4.27,3.85
594,3.33,3.93
595,4.05,3.67
596,3.6,3.32
597,4.31,3.69
598,3.24,3.31
599,4.03,4.08
600,4,3.6
601,4,3.65
602,3.81,3.09
603,3.76,4.09
604,2.5,2.5
605,3.04,2.67
606,4.39,3.8
607,3.45,3.62
608,3.93,4.04
609,1.75,1
610,3.6,3.31
611,4.19,2.9
612,3.15,3.45
613,3.38,3.71
614,3.71,2.17
615,3.59,3.53
616,3.85,4
617,3.06,2.6
618,4.43,3.2
619,3.67,3
620,3.04,2.88
621,3.84,3.97
622,4.75,4.81
623,4.09,3.68
624,2.8,2.69
625,4.09,4.31
626,3.83,3.35
627,3,2.79
628,2.66,3.42
629,4,2.4
630,4.58,3.17
631,3.8,3.67
632,3.88,4.6
633,3,2.8
634,3.5,2.3
635,4,4
636,3.43,3.5
637,3.62,4.17
638,3.25,2.71
639,3.38,2.71
640,3.53,4
641,4.14,3.67
642,3.6,4.33
643,2,4.83
644,4,3.25
645,3.3,3.9
646,4.03,4.16
647,4.57,4
648,3.63,2.58
649,3.46,2.45
650,3.33,3.67
651,3.67,4.67
652,4.27,4.23
653,4.25,4.6
654,3.98,3.97
655,4.21,3.67
656,4.47,4.55
657,3,3.33
658,4.47,4
659,3.41,3.26
660,4.17,4.19
661,3.75,4.33
662,3.44,3
663,3.5,3.81
664,3.7,3.81
665,3.28,3.36
666,2.4,2.8
667,3.26,4.25
668,5,5
669,3.25,2.88
670,3.71,3.75
671,3.87,4.04
